City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Syracuse,IT,37.0881,15.2792,69.85,88,38,21.97,scattered clouds
461,Vila velha,BR,-20.3297,-40.2925,78.75,87,90,18.01,light rain
462,Northam,GB,51.0333,-4.2167,56.82,97,100,5.97,overcast clouds
463,Laramie,US,41.3114,-105.5911,43.16,40,1,10.0,clear sky
464,Portachuelo,BO,-17.35,-63.4,97.84,33,99,6.04,overcast clouds
465,Tomatlan,MX,19.9333,-105.25,84.61,57,13,2.26,few clouds
466,Vadso,NO,70.0744,29.7487,31.08,80,20,8.05,few clouds
467,Banda aceh,ID,5.5577,95.3222,77.81,86,100,4.47,light rain
468,Corinth,GR,37.9407,22.9573,59.9,60,100,9.06,overcast clouds
469,Ancud,CL,-41.8697,-73.8203,58.53,63,80,3.38,broken clouds
470,Dunedin,NZ,-45.8742,170.5036,57.79,90,97,3.44,overcast clouds
471,Dhidhdhoo,MV,6.8833,73.1,82.2,75,89,17.56,light rain
472,Nakamura,JP,32.9833,132.9333,51.48,77,7,6.04,clear sky
473,Kamaishi,JP,39.2667,141.8833,51.33,74,22,14.27,few clouds
474,Kieta,PG,-6.2167,155.6333,78.33,87,38,3.94,moderate rain
475,Wanning,CN,18.8003,110.3967,67.51,75,33,7.87,scattered clouds
476,Port blair,IN,11.6667,92.75,81.75,81,94,15.7,light rain
477,La asuncion,VE,11.0333,-63.8628,94.73,43,4,16.11,clear sky
478,Cayenne,GF,4.9333,-52.3333,82.44,86,99,3.0,light rain
479,Te anau,NZ,-45.4167,167.7167,51.21,97,97,0.65,overcast clouds
480,Aguimes,ES,27.9054,-15.4461,68.63,62,20,14.97,few clouds
481,Senanga,ZM,-16.1167,23.2667,74.3,57,100,10.58,overcast clouds
482,Cidreira,BR,-30.1811,-50.2056,69.35,52,64,8.95,broken clouds
483,Zverinogolovskoye,RU,54.4586,64.8542,33.04,72,100,10.94,overcast clouds
484,Korla,CN,41.7597,86.1469,30.24,32,11,0.81,few clouds
485,Banjarmasin,ID,-3.3244,114.591,77.14,95,100,2.89,light rain
486,Lyaskelya,RU,61.7667,31.0167,41.77,98,100,10.13,overcast clouds
487,Sitka,US,57.0531,-135.33,37.29,87,20,6.91,few clouds
488,Salalah,OM,17.0151,54.0924,80.69,47,0,4.61,clear sky
489,Gat,IL,31.61,34.7642,71.82,58,4,10.45,clear sky
490,Marabba,SD,12.35,32.1833,93.96,24,47,3.06,scattered clouds
491,Cordoba,AR,-31.4135,-64.1811,79.65,47,75,12.66,broken clouds
492,Udachnyy,RU,66.4167,112.4,-2.56,91,82,6.42,broken clouds
493,Mutsu,JP,41.2894,141.2169,48.99,87,88,14.45,moderate rain
494,San pedro,PH,14.35,121.0167,81.63,79,40,5.75,scattered clouds
495,Tuatapere,NZ,-46.1333,167.6833,53.47,93,96,3.02,overcast clouds
496,Zhaotong,CN,27.3167,103.7167,37.69,88,34,4.54,scattered clouds
497,Dengzhou,CN,37.8086,120.7508,49.87,50,21,20.13,few clouds
498,Makakilo city,US,21.3469,-158.0858,72.61,85,1,5.75,clear sky
499,Chirongui,YT,-12.9319,45.1483,82.33,80,30,7.52,scattered clouds
500,Jacareacanga,BR,-6.2222,-57.7528,91.71,55,40,5.75,light rain
501,Los banos,PH,14.1667,121.1833,81.09,88,87,7.0,overcast clouds
502,Pitkyaranta,RU,61.5734,31.4792,40.91,97,100,16.64,overcast clouds
503,Rodrigues alves,BR,-7.738,-72.6509,84.4,89,83,3.96,moderate rain
504,Richards bay,ZA,-28.783,32.0377,68.86,71,0,8.72,clear sky
505,Redmond,US,47.674,-122.1215,49.06,82,97,1.01,overcast clouds
506,Vredendal,ZA,-31.6683,18.5012,70.29,45,21,18.37,few clouds
507,Kushmurun,KZ,52.4503,64.6311,40.32,71,100,6.29,overcast clouds
508,Pampas,PE,-12.4,-74.9,61.92,57,93,7.11,light rain
509,Vitim,RU,59.4511,112.5578,27.01,95,100,10.83,light snow
510,Maragogi,BR,-9.0122,-35.2225,83.71,61,26,10.96,scattered clouds
511,Shahpura,IN,27.3833,75.9667,67.33,28,96,3.53,overcast clouds
512,Gillette,US,44.2911,-105.5022,42.03,70,75,13.0,broken clouds
513,San jose,US,37.3394,-121.895,62.04,83,90,4.61,overcast clouds
514,Namibe,AO,-15.1961,12.1522,70.61,75,36,7.14,scattered clouds
515,Faya,SA,18.3851,42.4509,60.91,58,23,4.94,light rain
516,Lata,PT,40.1629,-8.3327,61.05,52,3,2.44,clear sky
517,Yenagoa,NG,4.9247,6.2642,79.77,85,100,3.83,light rain
518,Sao francisco de paula,BR,-29.4481,-50.5836,70.68,43,31,6.58,scattered clouds
519,Zonguldak,TR,41.25,31.8333,39.24,76,82,4.27,broken clouds
520,Ingham,US,42.6,-84.3833,54.75,42,1,4.61,clear sky
521,San luis,AR,-33.295,-66.3356,74.26,42,92,8.08,overcast clouds
522,Kargopol,RU,61.5071,38.9456,32.13,90,100,11.43,light snow
523,Husavik,IS,66.0449,-17.3389,33.71,92,100,17.43,light rain
524,Imeni poliny osipenko,RU,52.4201,136.4853,28.35,92,100,25.57,snow
525,Tyumen,RU,57.1522,65.5272,26.69,93,75,13.42,broken clouds
526,Ponta delgada,PT,37.7333,-25.6667,72.5,88,75,6.91,light rain
527,Borgarnes,IS,64.5383,-21.9206,36.16,75,58,10.27,broken clouds
528,Lagoa,PT,39.05,-27.9833,66.88,78,100,9.4,overcast clouds
529,Xiamen,CN,24.4798,118.0819,65.25,72,0,4.47,clear sky
530,Kholtoson,RU,50.2981,103.3097,17.85,87,27,3.49,scattered clouds
531,Nizhniy odes,RU,63.6445,54.856,16.99,85,46,7.47,scattered clouds
532,Pustoshka,RU,56.3355,29.369,36.16,81,100,12.82,overcast clouds
533,Fare,PF,-16.7,-151.0167,79.03,75,17,14.07,few clouds
534,Alugan,PH,12.2188,125.4808,80.4,87,100,11.3,moderate rain
535,Cap malheureux,MU,-19.9842,57.6142,75.69,72,8,1.99,clear sky
536,Cumpas,MX,29.9833,-109.7833,74.64,17,0,1.95,clear sky
537,Villamontes,BO,-21.25,-63.5,78.53,78,100,4.16,moderate rain
538,San nicolas,PH,18.1725,120.5953,78.06,83,46,8.1,scattered clouds
539,Kano,NG,12.0001,8.5167,88.75,17,1,5.79,clear sky
540,Fond du lac,US,43.775,-88.4388,55.49,47,1,10.36,clear sky
541,Xining,CN,36.6167,101.7667,20.79,79,69,1.25,broken clouds
542,Iracoubo,GF,5.4802,-53.2011,82.31,72,74,6.55,light rain
543,Hervey bay,AU,-25.2986,152.8535,79.03,92,86,14.81,overcast clouds
544,Ossora,RU,59.2353,163.0719,12.78,88,68,4.14,broken clouds
545,Mau,IN,25.95,83.55,70.92,42,11,3.91,few clouds
546,Buraydah,SA,26.326,43.975,75.65,23,0,9.71,clear sky
547,Kuala lipis,MY,4.1842,102.0468,73.02,99,100,0.02,overcast clouds
548,Coahuayana,MX,18.7333,-103.6833,85.48,62,59,3.71,broken clouds
549,Zalesovo,RU,53.9939,84.7431,30.15,72,95,14.0,overcast clouds
550,Honolulu,US,21.3069,-157.8583,73.89,79,20,3.44,few clouds
551,Lastoursville,GA,-0.8143,12.7287,73.96,95,96,2.62,moderate rain
552,Cesis,LV,57.3119,25.2746,42.71,89,100,14.03,overcast clouds
553,Puerto colombia,CO,10.9878,-74.9547,86.09,72,94,10.09,overcast clouds
554,Abha,SA,18.2164,42.5053,60.62,77,20,4.61,light rain
555,Cockburn town,TC,21.4612,-71.1419,81.39,69,74,11.41,broken clouds
556,Tandur,IN,17.2333,77.5833,68.94,54,100,7.43,overcast clouds
557,Alyangula,AU,-13.8483,136.4192,84.07,74,40,10.36,scattered clouds
558,Urengoy,RU,65.9667,78.3667,-4.95,99,19,8.08,few clouds
559,Pasewalk,DE,53.5063,13.99,46.42,81,99,5.57,overcast clouds
560,San ciro de acosta,MX,21.6333,-99.8167,75.97,43,88,1.7,overcast clouds
561,Almenara,BR,-16.1836,-40.6944,77.85,76,100,1.79,overcast clouds
562,Bandiagara,ML,14.3501,-3.6104,89.04,16,2,7.94,clear sky
563,Karratha,AU,-20.7377,116.8463,78.39,31,37,10.47,scattered clouds
564,Lyuban,BY,52.7985,28.0048,31.51,54,77,8.28,broken clouds
565,Tamandare,BR,-8.7597,-35.1047,83.26,62,29,10.09,scattered clouds
566,Birao,CF,10.2849,22.7882,85.96,25,50,6.04,scattered clouds
567,Pochutla,MX,15.7432,-96.4661,87.62,46,65,6.04,broken clouds
568,Riberalta,BO,-10.9833,-66.1,89.04,52,97,3.02,overcast clouds
569,Aktash,RU,50.3,87.7333,10.09,76,83,5.06,broken clouds
570,Andenes,NO,69.3143,16.1194,37.38,93,75,12.66,light rain
571,Rio grande,BR,-32.035,-52.0986,73.51,53,81,13.18,broken clouds
572,Ribeira brava,PT,32.65,-17.0667,71.13,63,75,3.24,broken clouds
573,Asau,RO,46.4333,26.4,37.96,80,4,3.0,clear sky
574,Nehe,CN,48.4833,124.8333,28.42,67,100,17.29,overcast clouds
575,Altamira,BR,-3.2033,-52.2064,89.69,66,75,3.44,light rain
576,Akureyri,IS,65.6835,-18.0878,33.73,86,90,13.8,light rain
577,Plovdiv,BG,42.15,24.75,47.28,81,40,3.44,scattered clouds
578,Porbandar,IN,21.6422,69.6093,79.5,38,41,8.97,scattered clouds
579,Bahia blanca,AR,-38.7196,-62.2724,79.36,34,61,8.61,broken clouds
580,Salta,AR,-24.7859,-65.4117,68.59,68,75,2.3,broken clouds
581,Barranca,PE,-10.75,-77.7667,67.71,72,63,10.25,broken clouds
582,Jalpan,MX,21.2333,-99.4833,76.32,52,64,3.85,broken clouds
583,Puerto carreno,CO,6.189,-67.4859,93.0,37,53,11.83,broken clouds
584,Muisne,EC,0.6,-80.0333,78.91,80,99,11.16,overcast clouds
585,Yarada,IN,17.65,83.2667,80.92,54,40,6.91,haze
586,Iquitos,PE,-3.7481,-73.2472,86.04,70,75,6.91,moderate rain
587,Los llanos de aridane,ES,28.6585,-17.9182,67.75,72,20,8.01,few clouds
588,Vostok,RU,46.4856,135.8833,21.69,96,100,2.44,overcast clouds
589,Bar harbor,US,44.3876,-68.2039,47.26,91,90,5.75,overcast clouds
590,Murray bridge,AU,-35.1167,139.2667,52.48,80,78,6.64,broken clouds
591,Marsa matruh,EG,31.3525,27.2453,69.44,75,99,14.54,overcast clouds
592,Bubaque,GW,11.2833,-15.8333,83.77,61,76,11.01,broken clouds
593,Seymchan,RU,62.8833,152.4333,-4.72,85,97,2.8,overcast clouds
594,Vung tau,VN,10.346,107.0843,80.04,82,86,6.4,light rain
595,Stepantsevo,RU,56.1314,41.7032,28.08,68,53,9.1,broken clouds
596,Brandon,US,27.9378,-82.2859,81.25,70,75,1.01,broken clouds
597,Isangel,VU,-19.55,169.2667,74.71,87,71,6.82,broken clouds
598,Novi bilokorovychi,UA,51.1155,28.0546,32.86,44,34,8.05,scattered clouds
599,Kamina,CD,-8.7386,24.9906,64.63,80,100,3.36,overcast clouds
600,Vardo,NO,70.3705,31.1107,33.78,75,75,16.11,light rain
601,Harwich,GB,51.9419,1.2844,55.56,93,99,1.01,overcast clouds
602,Lagunillas,VE,10.1301,-71.2595,86.76,59,94,9.1,overcast clouds
603,Jega,NG,12.2175,4.3792,87.24,25,2,2.57,clear sky
604,Wawa,NG,9.9022,4.4192,86.52,44,50,3.24,scattered clouds
605,Corn island,NI,12.1694,-83.0418,81.27,71,58,10.2,light rain
606,Bonavista,CA,48.6499,-53.1147,48.2,64,93,13.51,overcast clouds
607,Ambilobe,MG,-13.2,49.05,78.64,78,90,4.05,light rain
608,Wamba,NG,8.9333,8.6,81.95,58,2,1.48,clear sky
609,Myitkyina,MM,25.3833,97.4,65.16,76,4,2.26,clear sky
610,Tekeli,KZ,44.83,78.8239,35.87,39,34,5.88,scattered clouds
611,Gawler,AU,-34.6,138.7333,52.25,66,71,16.42,broken clouds
612,Half moon bay,US,37.4636,-122.4286,62.02,87,1,6.91,mist
613,Hokitika,NZ,-42.7167,170.9667,57.72,79,78,4.59,light rain
614,Peniche,PT,39.3558,-9.3811,69.28,79,0,6.35,clear sky
615,Tadine,NC,-21.55,167.8833,73.67,88,58,7.07,broken clouds
616,Kargasok,RU,59.0556,80.8572,31.89,97,100,10.07,light snow
617,Gorodovikovsk,RU,46.0878,41.9335,37.65,57,100,8.55,overcast clouds
618,Kemijarvi,FI,66.7131,27.4306,35.58,95,85,12.88,overcast clouds
619,Russell,US,32.3502,-85.1999,72.99,43,20,3.44,few clouds
620,Asfi,MA,32.2994,-9.2372,66.56,70,0,13.85,clear sky
621,Shatsk,RU,54.0258,41.7119,26.89,63,22,6.53,few clouds
622,North platte,US,41.1239,-100.7654,52.0,84,40,8.05,scattered clouds
623,San felipe,VE,10.3399,-68.7425,88.99,36,90,8.72,overcast clouds
624,Slave lake,CA,55.2834,-114.769,26.58,93,90,2.3,mist
625,Leh,IN,34.1667,77.5833,20.95,50,0,2.01,clear sky
626,Port augusta,AU,-32.5,137.7667,57.7,29,78,11.77,broken clouds
627,Turtas,RU,58.9417,69.1325,23.4,94,99,7.18,light snow
628,Kronshtadt,RU,59.9936,29.7736,42.13,93,100,21.27,overcast clouds
629,Naze,JP,28.3667,129.4833,60.53,64,86,16.24,overcast clouds
630,Guerrero negro,MX,27.9769,-114.0611,70.86,67,0,14.12,clear sky
631,Anori,BR,-3.7728,-61.6442,90.7,50,83,4.65,broken clouds
632,Westport,US,41.1415,-73.3579,66.27,55,1,1.99,clear sky
633,Obihiro,JP,42.9172,143.2044,44.28,92,50,3.04,scattered clouds
634,Paciran,ID,-6.8767,112.3761,80.11,81,100,10.92,overcast clouds
635,Pangody,RU,65.85,74.4859,-3.08,100,14,4.79,few clouds
636,Narrabri,AU,-30.3167,149.7833,69.89,88,75,9.22,broken clouds
637,Moose factory,CA,51.2585,-80.6094,33.8,75,90,11.5,overcast clouds
638,Parfino,RU,57.9731,31.6481,35.87,91,100,12.41,light rain
639,Ilhabela,BR,-23.7781,-45.3581,71.73,85,87,7.11,light rain
640,Skelleftea,SE,64.7507,20.9528,37.0,65,0,1.01,clear sky
641,Maloy,NO,61.9353,5.1136,48.06,91,92,11.01,light rain
642,Ca mau,VN,9.1769,105.15,76.08,92,100,9.08,light rain
643,Opelousas,US,30.5335,-92.0815,75.9,57,40,11.5,scattered clouds
644,Mogadishu,SO,2.0371,45.3438,79.81,76,7,13.8,clear sky
645,Kontagora,NG,10.3999,5.4695,86.94,39,38,3.85,scattered clouds
646,Viedma,AR,-40.8135,-62.9967,83.66,27,70,17.92,broken clouds
647,Santa cruz de la palma,ES,28.6835,-17.7642,71.74,64,20,9.22,few clouds
648,Maryborough,AU,-25.5333,152.7,77.11,95,90,6.38,light rain
649,Tambovka,RU,50.0969,128.0489,32.11,76,100,19.69,overcast clouds
650,Spring hill,US,28.4769,-82.5255,80.82,60,1,1.01,clear sky
651,Ouesso,CG,1.6136,16.0517,73.94,95,96,1.9,overcast clouds
652,Lososina,RU,48.9975,140.3106,34.63,72,93,5.1,overcast clouds
653,Ambon,ID,-3.6954,128.1814,77.14,94,40,3.44,scattered clouds
654,Ndele,CF,8.4109,20.6473,79.18,66,32,5.26,scattered clouds
655,Ornskoldsvik,SE,63.2909,18.7153,34.75,93,0,9.22,clear sky
656,Palauig,PH,15.435,119.9045,80.47,75,100,4.16,overcast clouds
657,New glasgow,CA,45.5834,-62.6486,50.38,75,100,3.4,light rain
658,Port macquarie,AU,-31.4333,152.9167,69.89,100,90,3.44,overcast clouds
659,Bereznik,RU,62.8551,42.7072,29.57,96,100,9.04,light snow
660,Walvis bay,NA,-22.9575,14.5053,68.95,60,0,6.91,clear sky
661,Sarangani,PH,5.4033,125.4636,82.71,77,100,18.97,light rain
662,La rioja,ES,42.25,-2.5,46.18,69,2,4.63,clear sky
663,Urcos,PE,-13.6861,-71.6228,69.69,52,99,7.58,light rain
664,Stornoway,GB,58.2093,-6.3865,49.96,76,75,21.85,broken clouds
665,Srednekolymsk,RU,67.45,153.6833,-7.1,88,93,2.08,overcast clouds
666,Solnechnyy,RU,50.7214,136.6319,26.73,93,100,9.64,snow
667,Tukrah,LY,32.5341,20.5791,72.55,63,100,17.02,overcast clouds
668,Saint-jean-de-braye,FR,47.913,1.9771,46.08,93,43,4.61,mist
669,Shimanovsk,RU,52.0,127.7,26.38,60,99,17.29,overcast clouds
670,Petropavlovsk-kamchatskiy,RU,53.0452,158.6483,23.59,80,75,4.47,broken clouds
671,Chernyshevskiy,RU,63.0128,112.4714,17.1,96,100,4.99,light snow
672,Genhe,CN,50.7833,121.5167,21.83,63,71,11.12,broken clouds
673,Aberdeen,GB,57.1437,-2.0981,45.19,88,63,11.5,broken clouds
674,Zhigansk,RU,66.7697,123.3711,-10.46,97,71,6.4,broken clouds
675,Capela,BR,-10.5033,-37.0528,82.33,46,70,16.2,broken clouds
676,Kuching,MY,1.55,110.3333,75.42,100,20,0.0,moderate rain
677,Touros,BR,-5.1989,-35.4608,88.7,63,2,16.51,clear sky
678,Alta floresta,BR,-9.8756,-56.0861,75.02,100,90,4.61,light rain
679,Haines junction,CA,60.7522,-137.5108,-2.25,78,36,2.3,scattered clouds
680,Kirovsk,UA,48.6375,38.6428,29.41,56,10,4.59,clear sky
681,Alofi,NU,-19.0595,-169.9187,73.29,94,100,5.75,overcast clouds
682,Karasjok,NO,69.4719,25.5112,33.91,87,82,5.19,broken clouds
683,Sao felix do xingu,BR,-6.6447,-51.995,79.95,78,100,3.47,overcast clouds
684,Jalu,LY,29.0331,21.5482,74.5,36,100,11.61,overcast clouds
685,Bhadrachalam,IN,17.6667,80.8833,70.95,76,100,2.35,overcast clouds
686,Sompeta,IN,18.9333,84.6,74.91,71,91,7.02,light rain
687,Guane,CU,22.2025,-84.0875,82.98,43,1,7.36,clear sky
688,Curuca,BR,-0.7289,-47.8481,83.41,64,100,3.56,overcast clouds
689,Omsukchan,RU,62.5333,155.8,3.56,81,82,6.85,broken clouds
